,track,artist,album,popularity,time,release_date,track_number,danceability,energy,key,loudness,mode,speechiness,acoustincess,instrumentalness,liveness,valence,tempo,time_signature,genre
97,You on My Mind,Jye,You on My Mind,50,150857,2019-04-18,1,0.908,0.221,8,-13.182,1,0.0612,0.28,0.342,0.104,0.329,105.044,4,indie
98,Leaning On Myself,Anna Of The North,Leaning On Myself,53,196273,2019-02-06,1,0.699,0.55,0,-7.397,1,0.135,0.461,1.4e-05,0.128,0.707,130.027,4,indie
99,This Life,Vampire Weekend,Father of the Bride,71,268600,2019-05-03,4,0.62,0.712,9,-6.434,1,0.1,0.228,3.39e-06,0.0561,0.83,170.234,4,indie
100,Are You Bored Yet? (feat. Clairo),Wallows,Scrawny / Are You Bored Yet?,59,178000,2019-02-18,2,0.682,0.683,8,-6.444,0,0.0287,0.156,2.32e-05,0.273,0.64,120.023,4,indie
101,Patience,Tame Impala,Patience,75,292267,2019-03-22,1,0.546,0.859,1,-5.966,1,0.0306,0.00223,0.000947,0.0529,0.645,99.965,4,indie
102,Daytrip,Stephan Looney,Daytrip,55,144857,2019-01-22,1,0.926,0.681,8,-7.047,0,0.114,0.619,6.26e-05,0.677,0.565,139.958,4,indie
103,Old Bone,Wet,Old Bone / Trust No Man,57,187120,2019-02-15,1,0.619,0.414,5,-12.833,0,0.0335,0.604,0.212,0.271,0.228,95.067,4,indie
104,Curls,Bibio,Curls,61,197933,2019-02-06,1,0.497,0.348,9,-10.593,1,0.0285,0.879,0.796,0.722,0.227,82.176,4,indie
105,Burning,Maggie Rogers,Heard It In A Past Life,69,213173,2019-01-18,11,0.735,0.688,5,-5.471,1,0.104,0.21,3.11e-05,0.106,0.282,110.045,4,indie
106,Harmony Hall,Vampire Weekend,Father of the Bride,71,308733,2019-05-03,2,0.653,0.76,11,-6.086,1,0.0479,0.475,0.000129,0.0917,0.6,98.008,4,indie
107,Light Years,The National,Light Years,67,213373,2019-04-04,1,0.544,0.316,4,-11.666,1,0.0307,0.95,0.7,0.0978,0.173,124.989,4,indie
