,track,artist,album,popularity,time,release_date,track_number,danceability,energy,key,loudness,mode,speechiness,acoustincess,instrumentalness,liveness,valence,tempo,time_signature,genre
269,Rock With You,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",55,220040,1995-06-16,4,0.794,0.741,1,-6.494,1,0.0394,0.0793,0.000292,0.116,0.856,114.489,4,rhythm and blues
270,Signs,Snoop Dogg,Signs,55,236813,2004-01-01,1,0.94,0.713,7,-5.308,1,0.127,0.0319,0.00076,0.325,0.666,112.955,4,rhythm and blues
271,"Hold On, We're Going Home",Drake,Nothing Was The Same (Deluxe),69,227880,2013-01-01,8,0.773,0.404,6,-7.438,0,0.0949,0.00357,2.17e-05,0.0718,0.287,99.999,4,rhythm and blues
272,My Boo,Usher,Confessions (Expanded Edition),75,223440,2004-03-23,18,0.662,0.507,5,-8.238,1,0.118,0.257,0.0,0.0465,0.676,86.412,4,rhythm and blues
273,Ghetto Supastar (That is What You Are),Pras,Ghetto Supastar,66,261133,1998-10-03,2,0.818,0.653,1,-8.396,1,0.204,0.0335,5.46e-06,0.22,0.533,99.931,4,rhythm and blues
274,Sweetest Girl (Dollar Bill),Wyclef Jean,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",57,241133,2007-08-14,1,0.733,0.744,1,-3.51,1,0.0553,0.0772,0.0,0.341,0.529,92.515,4,rhythm and blues
275,Knock You Down,Keri Hilson,In A Perfect World...,66,326186,2009-01-01,5,0.593,0.883,8,-4.781,1,0.186,0.0124,0.0,0.177,0.671,155.171,4,rhythm and blues
276,Take Care,Drake,Take Care (Deluxe),71,277386,2011,5,0.629,0.515,0,-10.358,0,0.265,0.0267,1.22e-05,0.0888,0.299,121.845,4,rhythm and blues
277,Suga Suga,Baby Bash,Suga Suga,63,243493,2003-01-01,1,0.694,0.752,5,-3.071,0,0.26,0.635,6.44e-06,0.114,0.474,82.529,4,rhythm and blues
278,Mad,Ne-Yo,Year Of The Gentleman,5,254533,2008-01-01,4,0.731,0.644,0,-5.348,1,0.0343,0.665,0.0,0.11,0.691,129.94,4,rhythm and blues
279,Talk About Us,Jennifer Lopez,On The 6,0,274466,1999,12,0.705,0.536,6,-6.707,1,0.0282,0.293,0.0,0.138,0.252,80.988,4,rhythm and blues
280,Just Friends (Sunny),Musiq Soulchild,Aijuswanaseing (Special Edition),0,250171,2000-11-14,4,0.754,0.376,0,-7.561,1,0.204,0.404,0.0,0.358,0.554,95.018,4,rhythm and blues
281,Are You That Somebody,Aaliyah,One In A Million,0,265666,2014-02-24,13,0.852,0.658,9,-7.104,0,0.172,0.161,0.0131,0.0999,0.839,137.986,4,rhythm and blues
282,I'm Real - Murder Remix,Ja Rule,Pain Is Love,52,252933,2001-01-01,10,0.706,0.624,11,-5.978,0,0.13,0.412,0.0,0.139,0.563,83.506,4,rhythm and blues
283,Breakdown (feat. Krayzie Bone & Wish Bone),Mariah Carey,Butterfly,53,283573,1997-09-03,6,0.717,0.432,6,-9.138,0,0.0414,0.0132,0.0,0.099,0.319,135.874,4,rhythm and blues
284,I Still Believe / Pure Imagination - Damizza Reemix,Mariah Carey,I Still Believe,0,271866,1999-02-05,4,0.625,0.607,0,-9.553,1,0.181,0.231,0.0,0.322,0.545,159.972,4,rhythm and blues
285,Georgy Porgy (feat. Faith Evans),Eric Benét,A Day In The Life,55,280880,1999-02-25,2,0.728,0.636,11,-7.033,0,0.171,0.00677,8.47e-05,0.296,0.821,96.512,4,rhythm and blues
286,Officially Missing You,Tamia,More (U.S. Version),50,242466,2004,3,0.476,0.407,4,-9.239,0,0.0368,0.247,0.0,0.144,0.226,178.258,4,rhythm and blues
287,Ride wit U,Joe,Greatest Hits,51,251880,2008-10-14,6,0.796,0.604,2,-5.376,0,0.0702,0.0212,0.0,0.0439,0.722,101.981,4,rhythm and blues
288,I'll Be Missing You (feat. 112),Various Artists,Bad Boy's 10th Anniversary- The Hits,71,301520,2004-03-09,13,0.862,0.479,7,-9.199,1,0.0646,0.0522,0.00126,0.589,0.925,109.878,4,rhythm and blues
289,Rock Wit U (Awww Baby),Various Artists,Boy Crazy,29,210706,2007-01-01,2,0.714,0.692,4,-5.874,0,0.0854,0.606,0.0,0.253,0.84,95.011,4,rhythm and blues
290,Outta My System,Bow Wow,Outta My System,41,238466,2007-01-30,3,0.772,0.587,6,-6.944,1,0.187,0.0697,0.0,0.252,0.755,84.025,4,rhythm and blues
291,Lovers And Friends,Lil Jon & The East Side Boyz,Crunk Juice,61,260600,2004-11-16,12,0.675,0.501,10,-6.183,1,0.22,0.0541,0.0,0.429,0.532,139.861,4,rhythm and blues
292,Simple Things - Confession Special Edition Version,Usher,Confessions (Expanded Edition),46,280466,2004-03-23,11,0.844,0.579,1,-5.202,1,0.0516,0.0604,0.0,0.0588,0.775,90.489,4,rhythm and blues
293,"Me, Myself and I",Beyoncé,Dangerously In Love,67,301133,2003-06-24,6,0.75,0.458,1,-9.092,1,0.0803,0.226,3.25e-05,0.137,0.536,83.61,4,rhythm and blues
294,Say My Name,Destiny's Child,The Writing's On The Wall,76,271333,1999-07-27,12,0.713,0.678,5,-3.525,0,0.102,0.273,0.0,0.149,0.734,138.009,4,rhythm and blues
295,Don't Lie,The Black Eyed Peas,Monkey Business (International Version),1,218871,2005-01-01,4,0.662,0.785,9,-5.299,1,0.186,0.16,0.0,0.0784,0.604,89.885,4,rhythm and blues
296,True,Various Artists,50 First Dates (Love Songs from the Original Motion Picture),0,226613,2005-09-13,6,0.822,0.701,0,-4.489,1,0.0384,0.00801,1.18e-05,0.429,0.368,105.033,4,rhythm and blues
297,I Call It Love,Lionel Richie,Coming Home,23,198293,2006-01-01,1,0.671,0.763,8,-4.071,1,0.189,0.495,0.0,0.11,0.481,91.986,4,rhythm and blues
298,Live Your Life - feat. Rihanna,T.I.,Live Your Life (feat. Rihanna) [International],5,338853,2008-09-26,1,0.375,0.862,11,-3.363,0,0.255,0.071,0.0,0.211,0.478,159.841,4,rhythm and blues
299,Bust It BabyPt. 2 (feat. Ne-Yo),Plies,Bust It Baby Part 2 (feat. Ne-yo),31,240760,2008-03-18,1,0.648,0.801,5,-7.24,0,0.167,0.154,0.0,0.339,0.807,78.946,4,rhythm and blues
300,Sexy Love,Ne-Yo,Because Of You (int'l ECD Maxi),24,219933,2007-01-01,2,0.696,0.509,8,-6.506,1,0.0473,0.29,0.000132,0.067,0.551,93.996,4,rhythm and blues
301,When You're Mad,Ne-Yo,In My Own Words,1,222000,2006-01-01,4,0.66,0.548,6,-7.127,1,0.215,0.364,0.0,0.108,0.436,86.947,4,rhythm and blues
302,Champagne Life - Album Version (Updated),Ne-Yo,Libra Scale,0,323933,2010-01-01,1,0.613,0.741,7,-4.115,1,0.138,0.161,0.0,0.405,0.63,193.097,3,rhythm and blues
303,Can We Chill,Ne-Yo,Because Of You,0,264146,2007-01-01,3,0.769,0.797,9,-4.367,1,0.0922,0.0995,5.52e-06,0.149,0.62,106.51,4,rhythm and blues
304,Crazy,Ne-Yo,Because Of You,0,261266,2007-01-01,2,0.861,0.465,7,-4.546,0,0.229,0.418,0.0,0.0958,0.612,101.627,4,rhythm and blues
305,Single,New Kids On The Block,Single,0,235186,2008-01-01,1,0.671,0.791,0,-7.135,1,0.0566,0.081,0.0,0.111,0.328,134.014,4,rhythm and blues
306,Up Out My Face,Mariah Carey,Up Out My Face,28,263333,2010-01-01,1,0.836,0.499,7,-7.292,0,0.383,0.109,0.0,0.0435,0.765,73.514,4,rhythm and blues
307,Baby I Love U ! - R. Kelly Remix,Jennifer Lopez,This Is Me...Then,0,253400,2002-11-20,5,0.837,0.618,9,-8.792,1,0.0552,0.0154,7.99e-06,0.331,0.822,111.98,3,rhythm and blues
308,Feel It Boy,Beenie Man,Tropical Storm,47,207133,2002-01-01,2,0.842,0.656,5,-3.189,0,0.107,0.16,0.0,0.0626,0.95,102.794,4,rhythm and blues
309,Teenage Love Affair,Alicia Keys,As I Am (Expanded Edition),50,190200,2007-11-09,9,0.636,0.826,11,-4.668,1,0.162,0.632,0.0,0.197,0.679,87.665,4,rhythm and blues
310,First Love,Jennifer Lopez,First Love,0,215796,2014-01-01,1,0.629,0.709,11,-5.084,1,0.0355,0.0101,0.0102,0.375,0.504,100.007,4,rhythm and blues
311,She Be Like (Bom Bom Bom),Various Artists,Ultimate R&B: The Love Collection 2011,21,199480,2011-01-01,9,0.647,0.585,11,-8.561,0,0.0422,0.00492,1.67e-05,0.0681,0.542,104.054,4,rhythm and blues
312,Solo,Iyaz,Solo,55,194266,2010-02-08,1,0.73,0.728,11,-3.113,1,0.0291,0.197,0.0,0.197,0.68,130.061,4,rhythm and blues
313,Body Language,Kid Ink,Body Language,5,207783,2014-09-09,1,0.886,0.529,5,-5.766,0,0.0383,0.0175,0.0,0.0997,0.262,99.023,4,rhythm and blues
314,Change Your Mind,Trey Songz,Trigga (Deluxe),21,222600,2014-07-02,13,0.686,0.694,8,-4.097,1,0.0442,0.043,0.0,0.0646,0.577,96.016,4,rhythm and blues
315,New Flame,Chris Brown,New Flame,22,243624,2014-06-29,1,0.706,0.637,1,-4.28,1,0.0397,0.0593,0.0,0.0935,0.442,141.988,4,rhythm and blues
316,Fly Away,Nelly,Sweatsuit,43,248866,2005-11-25,14,0.783,0.709,0,-5.989,1,0.03,0.0272,0.0,0.0681,0.394,119.981,4,rhythm and blues
317,All I Have,Jennifer Lopez,This Is Me...Then,5,254466,2002-11-20,6,0.701,0.669,1,-5.265,1,0.107,0.271,0.0,0.158,0.446,83.066,4,rhythm and blues
318,Queen,Various Artists,FlipMusic #ONE,2,264000,2013-06-14,15,0.751,0.854,10,-4.179,1,0.0913,0.183,0.0,0.0999,0.696,95.007,4,rhythm and blues
319,Fill Me In,Craig David,Greatest Hits (Int'l Non-Video),4,231493,2008-11-21,1,0.686,0.742,8,-6.981,1,0.0389,0.418,0.00728,0.0871,0.858,132.495,4,rhythm and blues
320,Let It Go,Keyshia Cole,Let It Go,20,239466,2007,1,0.806,0.722,1,-5.161,1,0.196,0.184,0.0,0.165,0.762,94.941,4,rhythm and blues
321,Summertime,Various Artists,The Fighting Temptations (Music From The Motion Picture),43,232506,2003-09-09,15,0.779,0.703,7,-5.511,1,0.0513,0.222,0.000726,0.0335,0.796,97.402,4,rhythm and blues
322,Dance Tonight,Lucy Pearl,Lucy Pearl,50,221280,2000,3,0.787,0.425,10,-5.692,0,0.0641,0.00637,0.00169,0.196,0.711,99.225,4,rhythm and blues
323,Ain't It Funny - Murder Remix,Jennifer Lopez,J To Tha L-O! The Remixes (Clean Version),11,229800,1999,2,0.783,0.758,10,-2.663,0,0.151,0.384,0.0,0.0938,0.78,89.434,4,rhythm and blues
324,Hey Ma,Various Artists,Ultimate R&B (International Version),2,221120,2006-01-01,13,0.782,0.659,8,-6.024,1,0.338,0.0833,1.28e-05,0.381,0.937,90.314,4,rhythm and blues
325,Call On Me,Janet Jackson,20 Y.O.,50,204266,2006-01-01,9,0.715,0.668,8,-6.053,0,0.0446,0.336,1.91e-06,0.0772,0.763,82.007,4,rhythm and blues
326,Get Back Up (feat. Chris Brown),T.I.,Get Back Up (feat. Chris Brown),0,264200,2010-10-29,1,0.556,0.699,7,-6.264,1,0.35,0.6,0.0,0.0937,0.648,83.711,4,rhythm and blues
327,"Confessions Part II Remix (feat. Shyne, Twista & Kanye West)",Usher,Confessions (Expanded Edition),44,268933,2004-03-23,21,0.834,0.485,1,-10.29,1,0.369,0.213,0.0,0.137,0.635,138.078,4,rhythm and blues
328,Honey,Mariah Carey,Butterfly,60,299826,1997-09-03,1,0.694,0.823,1,-6.755,1,0.0917,0.118,7.11e-06,0.152,0.683,95.83,4,rhythm and blues
329,Until The End Of Time (with Beyoncé),Justin Timberlake,FutureSex/LoveSounds Deluxe Edition,56,322093,2006-09-13,13,0.56,0.372,2,-6.58,1,0.0446,0.272,0.0,0.196,0.473,119.189,4,rhythm and blues
330,How To Deal,Frankie J,The One,47,230506,2003,3,0.749,0.495,2,-8.456,1,0.0332,0.0584,0.0,0.201,0.645,126.12,4,rhythm and blues
331,Obsesion (No Es Amor) (feat. Baby Bash) - Featuring Baby Bash,Frankie J,The One,55,225626,2003,1,0.649,0.503,8,-8.321,1,0.047,0.0939,0.0,0.303,0.538,75.037,4,rhythm and blues
332,Livin' It Up,Ja Rule,Pain Is Love (International Version),30,256959,2001-10-29,3,0.873,0.765,1,-4.088,1,0.321,0.0575,0.0,0.0498,0.638,106.024,4,rhythm and blues
333,Feelin' So Good - Remix featuring Big Pun & Fat Joe,Jennifer Lopez,Dance Again...The Hits,31,327746,2012-07-20,13,0.737,0.881,10,-6.629,0,0.0599,0.00544,0.0131,0.0746,0.847,107.762,4,rhythm and blues
334,Heartbreaker (Remix) - Remix,Mariah Carey,Rainbow,45,272066,1999-10-29,7,0.861,0.666,5,-6.492,0,0.174,0.228,3.33e-06,0.106,0.647,100.568,4,rhythm and blues
335,Paradise,LL Cool J,10,0,275066,2002-10-08,4,0.779,0.824,5,-2.988,0,0.201,0.0153,5.19e-05,0.15,0.845,97.886,4,rhythm and blues
336,Anonymous - Main,Various Artists,Ultimate R&B Love 2008 (International Version),7,284213,2008-01-01,14,0.709,0.752,8,-3.357,1,0.0323,0.0127,0.0,0.0598,0.585,124.982,4,rhythm and blues
337,Slow Jamz (feat. Kanye West & Jamie Foxx),Twista,Kamikaze,59,212146,2004-01-27,4,0.561,0.764,2,-6.645,0,0.138,0.373,0.0,0.157,0.598,145.158,4,rhythm and blues
338,Doing Too Much - Main,Paula DeAnda,Paula DeAnda,47,247431,2006-06-01,1,0.722,0.668,2,-5.142,1,0.0672,0.298,0.0,0.341,0.753,141.03,4,rhythm and blues
339,When It Was Me,Paula DeAnda,Paula DeAnda,43,241400,2006-06-01,4,0.435,0.753,0,-6.065,1,0.202,0.491,3.46e-06,0.0855,0.34,79.312,1,rhythm and blues
340,Roll The Credits,Paula DeAnda,Roll The Credits,39,256693,2009-03-19,1,0.631,0.636,0,-4.384,1,0.0262,0.0893,0.0,0.064,0.315,93.964,4,rhythm and blues
