,track,artist,album,popularity,time,release_date,track_number,danceability,energy,key,loudness,mode,speechiness,acoustincess,instrumentalness,liveness,valence,tempo,time_signature,genre
82,Big Jet Plane,Angus & Julia Stone,Down The Way,64,239146,2010-03-30,4,0.763,0.387,10,-8.643,0,0.0278,0.239,0.00747,0.13,0.273,109.957,4,folk
83,The Breach,Dustin Tebbutt,The Breach EP,63,253848,2014-10-22,1,0.629,0.586,1,-8.562,1,0.0269,0.617,0.0803,0.129,0.526,102.995,5,folk
84,Six Years,A Blaze of Feather,A Blaze of Feather,57,282146,2017-06-30,2,0.402,0.476,0,-8.823,1,0.0289,0.334,0.0701,0.0947,0.164,86.06,4,folk
85,Elodie,Ten Fé,Elodie,11,305500,2016-03-18,1,0.539,0.831,4,-5.025,1,0.0459,0.175,0.00371,0.236,0.476,169.93,4,folk
86,Bride,San Fermin,Bride,10,229093,2017-01-13,1,0.688,0.834,7,-5.515,1,0.0477,0.264,0.251,0.0925,0.525,103.989,4,folk
87,I Will Remain,Matthew And The Atlas,To the North,10,206546,2010-04-11,1,0.744,0.432,8,-11.173,1,0.0383,0.79,0.0135,0.111,0.682,123.933,4,folk
88,Light in the Sky,We Banjo 3,Haven,48,227600,2018-07-27,2,0.632,0.775,7,-4.648,1,0.078,0.434,0.0,0.266,0.331,125.002,4,folk
89,This Sweet Love,James Yuill,Turning Down Water For Air,46,223613,2009-05-26,4,0.64,0.619,0,-8.894,0,0.0297,0.119,0.38,0.0597,0.563,115.01,4,folk
90,Sparrow and the Wolf,James Vincent McMorrow,Early in the Morning (Special Edition),43,219952,2010,3,0.533,0.604,7,-8.586,1,0.039,0.248,0.0106,0.103,0.441,127.015,4,folk
91,Coney Island,Good Old War,Only Way To Be Alone,49,163840,2008-11-04,1,0.619,0.741,5,-7.186,1,0.0444,0.393,0.0,0.079,0.923,99.475,4,folk
92,The Way We Move,Langhorne Slim,The Way We Move,61,168760,2012-06-05,1,0.539,0.836,11,-5.365,1,0.0654,0.217,0.000168,0.303,0.759,135.596,4,folk
93,Philosophize In It! Chemicalize With It!,Kishi Bashi,Lighght,52,200533,2014-05-13,2,0.316,0.828,0,-5.313,1,0.0376,0.245,0.000356,0.158,0.356,136.899,4,folk
94,From Eden,Hozier,From Eden EP,52,222426,2014-03-09,1,0.484,0.528,0,-6.951,1,0.0424,0.398,2.57e-05,0.107,0.408,109.361,4,folk
95,Sweetest Thing,Allman Brown,Sweetest Thing,64,218502,2017-01-18,1,0.546,0.411,2,-9.308,1,0.0475,0.701,9.73e-05,0.0955,0.528,79.785,4,folk
96,Wildfire,John Mayer,Paradise Valley,63,253493,2013-08-16,1,0.719,0.665,8,-8.589,1,0.0331,0.15,0.00092,0.144,0.763,96.999,4,folk
97,Just Kids,Lowland Circus,Just Kids,8,167666,2015-12-18,1,0.425,0.789,0,-7.349,1,0.0386,0.0227,2.02e-05,0.0534,0.744,207.875,4,folk
98,All I Want Is You,Various Artists,Juno - Music From The Motion Picture,55,157586,2007-12-11,1,0.557,0.407,7,-11.361,1,0.0457,0.402,0.0,0.0638,0.793,180.919,4,folk
99,5 Years Time,Noah And The Whale,"Peaceful, The World Lays Me Down",54,214920,2008-01-01,7,0.8,0.559,0,-7.11,1,0.116,0.335,0.0,0.148,0.788,121.967,4,folk
100,Heavy,Birdtalker,Just This,53,264150,2016-08-19,2,0.614,0.549,5,-6.986,1,0.0516,0.286,2.64e-06,0.142,0.258,77.926,4,folk
101,Crazy World (Judgement Day),Jamestown Revival,Crazy World (Judgement Day),51,280813,2019-02-22,1,0.631,0.563,7,-7.794,1,0.0249,0.439,0.0009,0.131,0.3,97.997,4,folk
102,Like Gold,Vance Joy,Nation Of Two,65,224400,2018-02-23,7,0.477,0.712,7,-6.759,1,0.0653,0.224,8.36e-06,0.118,0.407,109.965,4,folk
103,Ophelia,The Lumineers,Ophelia,60,160097,2016-02-05,1,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,4,folk
104,Our Kingdom,Hugo Barriol,Yellow,52,186973,2019-02-22,7,0.478,0.355,5,-11.824,1,0.0343,0.645,0.00292,0.0909,0.18,103.683,4,folk
105,All We Ever Knew,The Head and the Heart,All We Ever Knew,19,225560,2016-06-03,1,0.487,0.724,0,-5.905,1,0.0289,0.00224,1.03e-05,0.213,0.546,102.03,4,folk
106,pictures (feat. Kacey Musgraves),Judah & the Lion,pictures (feat. Kacey Musgraves),59,253868,2019-02-20,1,0.567,0.542,2,-6.64,1,0.0309,0.309,0.000342,0.0734,0.229,125.16,4,folk
107,Canyon,Joseph,"I'm Alone, No You're Not",8,175066,2016-01-01,1,0.401,0.783,6,-4.435,1,0.0456,0.0111,0.163,0.144,0.533,166.138,4,folk
108,Dirty Paws,Of Monsters and Men,My Head Is An Animal,59,278373,2012-01-01,1,0.367,0.663,3,-6.969,1,0.0349,0.128,0.0269,0.0552,0.177,111.63,4,folk
109,Young & Free,Dermot Kennedy,Mike Dean Presents: Dermot Kennedy,62,266766,2018-04-06,1,0.487,0.63,8,-6.053,1,0.0432,0.0845,0.0,0.109,0.156,153.131,3,folk
110,I Know the Way Home,Andrew Galucki,I Know the Way Home,26,201875,2017-07-10,1,0.698,0.605,5,-11.586,1,0.033,0.467,0.113,0.117,0.331,144.041,4,folk
111,Suit And Jacket,Judah & the Lion,Suit And Jacket,5,222241,2017-02-17,1,0.436,0.584,10,-8.523,1,0.0472,0.214,4.89e-05,0.101,0.109,164.141,4,folk
112,Kick Out the Windows - Radio Edit,Parsonsfield,Kick Out the Windows (Radio Edit),43,191986,2018-02-05,1,0.738,0.685,0,-7.788,1,0.0282,0.564,0.000517,0.178,0.399,102.559,4,folk
113,Celeste,Ezra Vine,Celeste EP,62,203309,2014-09-05,1,0.604,0.841,1,-5.145,1,0.0423,0.0299,0.00382,0.136,0.578,138.976,4,folk
114,These Cold Nights,Oshima Brothers,These Cold Nights,47,216066,2019-02-22,1,0.67,0.413,7,-9.685,1,0.0321,0.679,0.0349,0.151,0.276,93.006,4,folk
115,The Season of Singing,Platon Karataev,For Her LP - part I,41,218103,2017-08-10,1,0.393,0.587,0,-9.594,1,0.0308,0.195,0.016,0.112,0.132,111.013,4,folk
116,Amadeus,Family and Friends,XOXO,59,207519,2015-07-17,2,0.428,0.724,11,-7.264,0,0.0434,0.183,0.000136,0.251,0.184,146.917,4,folk
117,Coração,The National Parks,Until I Live,46,229426,2015-08-04,1,0.498,0.624,3,-6.446,1,0.04,0.0247,0.000439,0.102,0.453,130.05,4,folk
118,Oh Love,Prateek Kuhad,In Tokens & Charms,49,211193,2015-01-21,1,0.633,0.743,7,-8.029,1,0.0362,0.29,0.00696,0.0629,0.548,176.021,4,folk
119,Steady My Bones,Winterbourne,All But The Sun,5,266397,2014-01-01,3,0.631,0.704,10,-8.594,1,0.0394,0.0255,6.86e-06,0.133,0.396,132.012,4,folk
120,Horse to Water,Tall Heights,Neptune,63,244960,2016-08-19,7,0.517,0.622,6,-9.135,0,0.0337,0.344,0.0699,0.498,0.51,96.964,4,folk
121,Lottery,Jade Bird,Lottery,28,151906,2018-01-12,1,0.656,0.566,2,-4.345,1,0.0326,0.0903,0.0,0.104,0.607,104.816,4,folk
122,Saviour (feat. First Aid Kit),George Ezra,Staying at Tamara's,58,212274,2018-03-23,9,0.582,0.783,7,-6.437,0,0.0633,0.0505,1.59e-05,0.244,0.187,101.009,4,folk
123,My Repair,Sons Of The East,Already Gone,63,185583,2015-11-06,6,0.571,0.65,2,-8.276,1,0.0499,0.236,0.0,0.113,0.451,123.933,4,folk
124,Never Come Back Again,Austin Plaine,Austin Plaine,49,196240,2015-09-11,1,0.593,0.694,8,-8.858,1,0.0265,0.192,1.96e-06,0.119,0.154,105.002,4,folk
