,track,artist,album,popularity,time,release_date,track_number,danceability,energy,key,loudness,mode,speechiness,acoustincess,instrumentalness,liveness,valence,tempo,time_signature,genre
701,White Rabbit,Jefferson Airplane,Surrealistic Pillow,68,150640,1967,10,0.551,0.293,2,-12.503,1,0.0272,0.486,0.000273,0.0864,0.322,106.798,4,alternative
702,Send Me A Postcard,Shocking Blue,Scorpio's Dance,48,160826,1970,11,0.344,0.81,11,-8.098,1,0.0448,0.0017,0.000409,0.119,0.667,153.801,4,alternative
703,"Liar, Liar",Various Artists,20th Century Rocks: 60's Rock Bands - Wild Thing,5,110493,2001-07-01,5,0.465,0.484,7,-13.882,0,0.0345,0.831,0.78,0.248,0.807,146.007,4,alternative
704,Gloria - Stereo Version,Them,Gold (International Version),33,156106,2005-01-01,3,0.646,0.813,9,-6.733,1,0.0434,0.528,0.00786,0.178,0.711,129.378,4,alternative
705,I Fought The Law,The Bobby Fuller Four,Never To Be Forgotten - The Mustang Years,54,138360,1998,43,0.593,0.804,7,-5.497,1,0.0319,0.105,2.22e-06,0.047,0.962,148.959,4,alternative
706,For What It's Worth,Buffalo Springfield,Buffalo Springfield,73,153693,1966-12-05,1,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,4,alternative
707,I Can't Explain - Mono Version,The Who,I Can't Explain (Mono Version),6,125320,2016-10-21,1,0.567,0.69,9,-4.918,1,0.0768,0.0382,0.0,0.149,0.836,139.105,4,alternative
708,96 Tears,Various Artists,Cameo Parkway 1957-1967 (Original Hit Recordings),6,177426,2005-01-01,16,0.68,0.507,7,-5.929,1,0.0336,0.0586,6.49e-06,0.0754,0.854,123.47,4,alternative
709,Have Love Will Travel,The Sonics,Here Are the Sonics,57,160400,1965,6,0.506,0.948,10,-5.626,1,0.105,0.727,0.0,0.0904,0.934,130.195,4,alternative
710,Laisse tomber les filles,France Gall,Best Of,52,127160,1992-01-01,5,0.659,0.57,2,-12.29,1,0.0321,0.557,1.42e-06,0.2,0.962,132.727,4,alternative
711,Communication Breakdown - 2014 Remaster,Led Zeppelin,Led Zeppelin (Remastered),50,150200,1969-01-12,7,0.375,0.956,2,-7.078,1,0.175,0.144,7.6e-06,0.417,0.381,175.04,4,alternative
712,Over Under Sideways Down - The Mono Album,The Yardbirds,Roger the Engineer,47,142506,1966-07-15,4,0.529,0.861,11,-10.581,1,0.0784,0.292,0.225,0.314,0.387,96.52,4,alternative
713,Louie Louie,The Kingsmen,The Best of The Kingsmen,66,165381,2006-01-31,1,0.623,0.709,1,-9.818,0,0.0636,0.102,0.0,0.0967,0.948,122.394,4,alternative
714,See Emily Play - 1996 Remastered Version,Pink Floyd,Relics (1996 Remastered Version),40,173800,1996-02-26,3,0.456,0.71,2,-9.205,1,0.0361,0.205,6.4e-06,0.13,0.411,124.022,4,alternative
715,Tomorrow Never Knows - Remastered,The Beatles,Revolver (Remastered),5,179546,1966-08-05,14,0.38,0.829,5,-6.105,1,0.0405,8.4e-05,0.00208,0.342,0.0534,125.887,4,alternative
716,Wipe Out,The Surfaris,Wipe Out (Original Album Plus Bonus Tracks),4,138400,2013-09-21,1,0.338,0.777,0,-6.916,1,0.0365,0.237,0.879,0.379,0.433,154.174,4,alternative
