,track,artist,album,popularity,time,release_date,track_number,danceability,energy,key,loudness,mode,speechiness,acoustincess,instrumentalness,liveness,valence,tempo,time_signature,genre
276,"Grandes études de Paganini, S141: No.3 In G Sharp Minor - ""La Campanella""",Franz Liszt,Liszt: Piano Recital,5,282000,2003-01-01,5,0.296,0.232,8,-20.553,0,0.0349,0.972,0.785,0.0982,0.393,96.227,4,classical
277,"Piano Concerto in C-Sharp Minor, Op. 45: II. Scherzo: Vivaco (Perpetuum mobile)",Amy Beach,Beach: Piano Concerto / 'Gaelic' Symphony,41,353520,2003-05-07,2,0.355,0.238,9,-22.909,1,0.0321,0.97,0.891,0.103,0.222,98.798,4,classical
278,Fantasía para un gentilhombre for Guitar and Small Orchestra: 1. Villano y Ricercare (Adagietto - Andante moderato),Joaquín Rodrigo,Aranjuez,32,307039,2014-01-01,7,0.212,0.0593,9,-24.514,1,0.0372,0.97,0.916,0.079,0.172,78.596,4,classical
279,Down a Country Lane,Aaron Copland,"A Copland Celebration, Vol. 1",41,174000,1969,16,0.0639,0.0555,5,-21.05,1,0.0487,0.989,0.845,0.113,0.0375,70.231,3,classical
280,Konzertstück Op.86 In F For 4 Horns And Orchestra: 1. Lebhaft -,Robert Schumann,Schumann: Symphonies Nos.1 & 4; Konzertstück for 4 Horns,4,422600,1998-01-01,10,0.297,0.0978,5,-16.977,1,0.0452,0.99,0.884,0.0934,0.144,72.497,4,classical
281,"Euryanthe, J. 291: Overture",Carl Maria von Weber,Weber: Overtures,41,473680,2011-07-05,6,0.25,0.129,10,-21.587,1,0.0422,0.936,0.594,0.118,0.109,89.01,4,classical
282,"Symphonie a grand ochestre in D Major, Op. 13, No. 3, ""La Chasse"": I. Grave maestoso - Allegro",Francois-Joseph Gossec,"Gossec, F.-J.: Symphony, Op. 6, No. 3 / La Chasse / Mirza / Symphonie A 17 Parties",41,265946,2003-01-01,4,0.455,0.121,9,-19.167,1,0.047,0.92,0.606,0.0853,0.116,116.561,4,classical
283,"Sunrise Serenade, Op. 63",Aulis Sallinen,Sallinen: Works for String Orchestra (Complete),41,405026,1997-03-12,3,0.139,0.0393,5,-21.058,1,0.0468,0.974,0.85,0.0828,0.0394,64.106,5,classical
284,"Aladdin, Op. 34, FS 89: Act IV: Aladdin's dream - Dance of the morning mists",Carl Nielsen,"Nielsen: Aladdin, Op. 34",41,177840,1993-02-01,22,0.192,0.0568,2,-25.074,0,0.0378,0.872,0.136,0.183,0.143,135.111,3,classical
285,"Guitar Quintet No. 6 in D Major, G. 448: Guitar Quintet No. 6 in D Major, G. 448: III. Grave assai - IV. Fandango",Luigi Boccherini,Boccherini: La musica notturna delle strade di Madrid,42,713226,2011-08-23,15,0.507,0.159,2,-16.53,1,0.036,0.942,0.754,0.124,0.159,112.644,3,classical
286,In An 18th Century Drawing Room,Raymond Scott,The Music Of Raymond Scott: Reckless Nights And Turkish Twilights,41,156466,1937,12,0.812,0.252,5,-12.249,1,0.0736,0.906,0.792,0.195,0.952,114.045,4,classical
287,Bluebird,Various Artists,Relaxing Classical,50,204629,2018-10-26,1,0.448,0.111,10,-20.606,1,0.0353,0.991,0.898,0.0974,0.0755,74.76,3,classical
288,"Unaccompanied Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",Johann Sebastian Bach,Six Evolutions - Bach: Cello Suites,58,150973,2018-08-17,1,0.326,0.0993,7,-22.496,1,0.072,0.988,0.916,0.108,0.417,137.274,1,classical
289,River Flows in You,Various Artists,Relaxing Classical,50,173426,2018-10-26,3,0.223,0.183,9,-20.917,1,0.0491,0.988,0.918,0.103,0.186,71.934,3,classical
290,At Last (Solo Piano Version),Alexis Ffrench,At Last (Solo Piano Version),45,163109,2019-05-10,1,0.338,0.145,1,-17.81,1,0.042,0.989,0.916,0.0913,0.21,176.054,4,classical
291,A Thousand Years,The Piano Guys,The Piano Guys,54,275973,2012,9,0.23,0.217,10,-13.464,1,0.0386,0.989,0.892,0.0844,0.156,157.084,3,classical
292,"III. ""Clair de lune""",Various Artists,Relaxing Classical,50,314666,2018-10-26,6,0.285,0.00323,1,-31.788,1,0.0428,0.989,0.944,0.0705,0.0399,65.585,3,classical
293,Le onde,Lavinia Meijer,Passaggio,47,253973,2013-11-01,5,0.252,0.0691,2,-26.124,1,0.0506,0.988,0.917,0.0998,0.249,150.221,3,classical
294,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",Yo-Yo Ma,Songs from the Arc of Life,59,174266,2015-09-18,14,0.169,0.0161,9,-31.034,0,0.0442,0.986,0.86,0.0805,0.0573,128.143,3,classical
295,Moon River,2CELLOS,Score,55,192840,2017-03-17,6,0.14,0.248,7,-14.361,1,0.0456,0.964,0.929,0.109,0.0786,76.286,3,classical
296,Connected Colors (Solo Piano Version),Piano Novel,Connected Colors,44,168586,2019-05-03,2,0.2,0.0623,3,-24.922,0,0.0474,0.992,0.941,0.116,0.101,122.392,4,classical
297,Gymnopédie No. 1: Lent et douloureux,Erik Satie,Satie,49,189840,2016-05-06,12,0.43,0.00236,7,-35.495,1,0.0794,0.995,0.932,0.0926,0.371,173.332,4,classical
298,Oh Gloria,Annelie,Oh Gloria,45,173127,2018-11-30,1,0.444,0.0337,3,-25.403,0,0.0464,0.994,0.947,0.115,0.136,116.073,3,classical
299,Spanish Romance,Simon Dinnigan,Favourite Guitar Works,45,175293,1998,2,0.401,0.0133,11,-31.385,0,0.0447,0.996,0.899,0.0921,0.066,102.819,4,classical
300,"Unaccompanied Cello Suite No. 3 in C Major, BWV 1009: V. Bourrées I & II",Johann Sebastian Bach,Six Evolutions - Bach: Cello Suites,49,219853,2018-08-17,17,0.408,0.0293,7,-28.517,1,0.0614,0.981,0.889,0.135,0.439,116.383,4,classical
301,"Suite in B-Flat Major, HWV 434: IV. Menuet",Khatia Buniatishvili,Motherland,49,230893,2014-05-16,16,0.406,0.00645,7,-32.739,0,0.0453,0.994,0.935,0.0895,0.111,59.156,4,classical
302,"Goldberg Variations, BWV 988: Aria",Johann Sebastian Bach,"Goldberg Variations - The Goldberg Variations, BWV 988",45,264746,2016-11-04,1,0.314,0.02,4,-31.319,0,0.0427,0.995,0.885,0.0868,0.307,105.15,4,classical
