,track,artist,album,popularity,time,release_date,track_number,danceability,energy,key,loudness,mode,speechiness,acoustincess,instrumentalness,liveness,valence,tempo,time_signature,genre
571,El Manisero - Mambo Son,Bebo Valdés,El Manisero,39,156640,2004,1,0.585,0.712,7,-8.59,1,0.0806,0.779,0.125,0.491,0.807,82.013,4,jazz
572,Summertime,Various Artists,Latin Jazz Lounge,0,424880,2013-09-24,16,0.521,0.711,9,-6.586,0,0.0346,0.256,0.815,0.0109,0.869,150.442,4,jazz
573,Guarachi Guaro - Live,Carlos Henriquez,Dizzy Con Clave: Live from Dizzy's Club Coca Cola,30,568773,2018-09-30,4,0.708,0.471,5,-9.713,1,0.0398,0.57,0.468,0.739,0.554,122.053,4,jazz
574,Como Fue,Beny Moré,Romántico,30,176733,1987,7,0.562,0.231,10,-13.493,1,0.0395,0.762,0.00348,0.152,0.488,98.318,4,jazz
575,La Comparsa,Chucho Valdés,New Conceptions,38,416933,2003-01-01,1,0.491,0.658,1,-9.693,1,0.0516,0.383,0.772,0.111,0.655,105.56,4,jazz
576,Dig My Feeling,Willie Bobo,Dig My Feeling,37,220198,2016-09-09,5,0.752,0.661,5,-10.701,0,0.037,0.43,0.639,0.0892,0.829,124.96,4,jazz
577,Yeah!,Various Artists,The Horace Silver Songbook,37,446040,2013-09-17,6,0.646,0.533,8,-11.824,0,0.0831,0.454,0.00763,0.0973,0.845,103.719,4,jazz
578,River Rises,The Gaddabouts,Look out Now!,38,350466,2012-09-18,6,0.843,0.342,0,-14.203,0,0.0704,0.475,0.243,0.104,0.764,151.991,4,jazz
579,Cómo Fue,Paquito D'Rivera,The Best Of Paquito D'Rivera,33,291733,1981,2,0.553,0.638,10,-8.383,1,0.031,0.658,0.839,0.141,0.443,96.092,4,jazz
580,Luces,Chucho Valdés,Jazz Batá 2,33,293020,2018-11-16,3,0.618,0.402,7,-12.093,1,0.0418,0.947,0.876,0.146,0.402,99.62,4,jazz
581,Dulce Amor,Various Artists,Musica Romantica,1,302693,2004-01-01,4,0.51,0.24,0,-14.225,0,0.0363,0.73,0.497,0.232,0.631,170.25,4,jazz
582,Manteca - Live,Carlos Henriquez,Dizzy Con Clave: Live from Dizzy's Club Coca Cola,30,522093,2018-09-30,6,0.558,0.738,10,-6.594,0,0.0639,0.481,0.0162,0.711,0.669,100.419,4,jazz
583,Batida diferente,Herbie Mann,Latin Fever,36,314546,2005-07-26,7,0.723,0.341,8,-16.29,1,0.13,0.824,0.912,0.168,0.88,91.704,4,jazz
584,Corcovado - Quiet Nights Of Quiet Stars,Stan Getz,Getz/Gilberto (Classics International Version),14,253933,1964-04,5,0.524,0.108,0,-18.361,1,0.0493,0.957,0.00123,0.139,0.322,127.982,4,jazz
585,Granada,Arturo Sandoval,Ultimate Duets,37,287986,2018-05-18,4,0.265,0.607,0,-6.925,1,0.0468,0.884,0.0375,0.0952,0.33,84.726,3,jazz
586,Africa,Alfredo Rodriguez,Africa - Single,4,203493,2018-12-07,1,0.54,0.587,6,-6.489,0,0.0586,0.368,0.0,0.131,0.68,107.808,4,jazz
587,Guarajazz,Carlos Henriquez,The Bronx Pyramid,29,344606,2015-09-18,5,0.6,0.55,5,-9.098,0,0.0407,0.653,0.89,0.177,0.506,104.405,4,jazz
588,Mashita,Mansur Brown,Shiroi,56,172373,2018-09-28,5,0.555,0.206,9,-18.143,1,0.0303,0.808,0.891,0.111,0.352,135.954,4,jazz
589,Reason in Disguise,Ezra Collective,Reason in Disguise,54,221933,2018-09-05,1,0.708,0.427,11,-9.511,1,0.241,0.194,0.00602,0.0918,0.619,90.24,4,jazz
