,track,artist,album,popularity,time,release_date,track_number,danceability,energy,key,loudness,mode,speechiness,acoustincess,instrumentalness,liveness,valence,tempo,time_signature,genre
350,All Around Us - BLR Remix,UOAK,All Around Us (BLR Remix),38,191612,2019-01-18,1,0.776,0.859,6,-5.615,1,0.0684,0.211,0.398,0.339,0.387,124.052,4,electronic
351,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),89,163804,2019-04-25,1,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,0.316,113.778,4,electronic
352,Notre Dame,The Palindromes,Notre Dame,22,176000,2019-04-19,1,0.819,0.585,0,-7.824,1,0.0543,0.19,0.761,0.109,0.143,119.981,4,electronic
353,what i like about u,Dante Klein,what i like about u,45,164409,2018-04-20,1,0.751,0.628,2,-4.076,0,0.0333,0.0201,2.4e-06,0.161,0.291,127.037,4,electronic
354,Focus Shift,Dallic,Focus Shift,39,239460,2019-04-26,1,0.7,0.836,5,-6.126,0,0.0417,0.206,0.876,0.102,0.182,123.981,4,electronic
355,Keep This Fire Burning,Bolier,Keep This Fire Burning,50,157804,2018-07-06,1,0.585,0.87,7,-4.08,0,0.0469,0.0987,0.0,0.104,0.305,123.958,4,electronic
356,Something 'Bout The Music,Tobtok,Something 'Bout The Music,57,156595,2019-04-19,1,0.754,0.908,8,-3.346,1,0.0648,0.00338,0.0,0.0804,0.695,124.999,4,electronic
357,Off The Grid,EDX,Off The Grid,59,175645,2019-04-26,1,0.734,0.899,9,-4.442,0,0.0669,0.0549,3.9e-05,0.108,0.52,124.035,4,electronic
358,Fighting Mirrors,Iceleak,Fighting Mirrors,55,164625,2019-04-19,1,0.4,0.833,11,-4.806,0,0.126,0.126,0.0,0.104,0.497,115.792,4,electronic
359,Mr. Unicorn,D'Sound,Mr. Unicorn,44,184794,2019-01-25,1,0.58,0.786,1,-5.052,1,0.209,0.00193,0.0,0.421,0.843,112.086,4,electronic
360,Slow Down Love (feat. Chelsea Cutler),Louis The Child,Love Is Alive EP,64,157891,2017-03-24,3,0.618,0.59,11,-7.751,0,0.359,0.559,3.42e-05,0.208,0.285,127.275,4,electronic
361,Ipanema,Bolier,Ipanema,0,186000,2016-08-01,1,0.787,0.936,2,-2.782,1,0.0603,0.028,0.193,0.107,0.418,119.922,4,electronic
362,Is This Love - Remix,Bob Marley & The Wailers,Is This Love (Remix),13,199655,2016-06-10,1,0.815,0.669,6,-7.966,0,0.0355,0.0242,0.0152,0.311,0.317,121.984,4,electronic
363,Angelina (feat. Randy Valentine),Trobi,Angelina (feat. Randy Valentine),37,143088,2019-02-22,1,0.725,0.892,9,-2.875,0,0.231,0.00983,0.0,0.444,0.709,101.954,4,electronic
364,Feel So Good,Josh Charm,Feel So Good,35,185000,2019-03-29,1,0.674,0.653,7,-6.285,1,0.0658,0.103,0.0405,0.113,0.174,120.096,4,electronic
365,Riverbank,Bolier,Riverbank,45,194000,2015,1,0.616,0.794,0,-4.761,0,0.116,0.184,8.56e-06,0.289,0.407,119.968,4,electronic
366,Never Ever,WhoøSh,Never Ever,37,257704,2019-05-17,1,0.793,0.723,5,-5.906,0,0.0283,0.0118,1.68e-05,0.193,0.377,122.016,4,electronic
367,Just Got Paid,Sigala,Brighter Days,63,218480,2018-09-28,4,0.734,0.921,6,-1.936,0,0.0863,0.0328,0.0,0.197,0.654,120.056,4,electronic
368,Kiss You,Panuma,Kiss You,43,178090,2018-12-07,1,0.81,0.827,10,-4.254,0,0.0466,0.725,0.409,0.264,0.652,124.025,4,electronic
369,Taj,BLR,EP Part 1,3,219193,2017-10-30,1,0.864,0.738,8,-5.068,1,0.12,0.101,0.854,0.168,0.137,124.005,4,electronic
370,Sierra,UOAK,Sierra,44,241951,2019-02-22,1,0.66,0.933,9,-4.784,0,0.0341,0.0342,0.812,0.193,0.568,123.013,4,electronic
371,Be Right Here,Kungs,Be Right Here,59,191000,2018-06-22,1,0.625,0.864,1,-3.942,0,0.041,0.00349,2.2e-05,0.131,0.115,123.022,4,electronic
372,In My Arms - Vocal Mix,Ferreck Dawn,In My Arms (Vocal Mix),64,156189,2019-03-08,1,0.876,0.683,7,-8.219,0,0.098,0.0324,0.0293,0.0606,0.809,123.038,4,electronic
373,All We Need (feat. Shy Girls),ODESZA,In Return,57,211200,2014-09-08,4,0.644,0.848,4,-4.952,0,0.0511,0.00416,0.0168,0.0629,0.283,99.989,4,electronic
374,Cocaine Model - Original Mix,ZHU,The NightDay EP,20,255094,2014-06-16,6,0.786,0.706,9,-6.212,0,0.0537,0.251,0.213,0.142,0.313,120.011,4,electronic
375,C O O L - Radio Edit,Le Youth,C O O L,54,214346,2013-06-28,1,0.735,0.759,1,-6.914,0,0.0449,0.0242,0.185,0.0966,0.77,109.982,4,electronic
376,Do You Don't You,Haywyre,Two Fold Pt. 2,35,275478,2016-02-08,5,0.849,0.723,5,-5.093,0,0.046,0.028,0.12,0.235,0.552,115.031,4,electronic
377,Do You Go Up - Kidswaste Remix,Khai,Do You Go Up Remixes,40,204391,2016-01-29,2,0.683,0.325,1,-13.409,0,0.205,0.848,8.81e-05,0.0951,0.357,155.132,4,electronic
378,Dream,Autograf,Dream,0,279457,2015-03-24,1,0.838,0.628,2,-5.602,0,0.0424,0.177,0.718,0.0898,0.109,104.984,4,electronic
